Population,Treatment,Treatment Name,Replicate,Tag,Date,DOY,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
TL,3,Deep,3,TL 3-3,7/31/17,212,105,14:00:38,9352,1,11.60470821,0.200626265,283.4231267,5.580854796,2.668767754,23.14177416,1.3,2.451956657,0.5,4.413521982,20.13866615,23.45506859,18.21257782,399.7585449,395.2644043,0.066037923,1.878702641,0.260257006,7.40401125,399.4936829,1498.613037,198.923996,93.2776947,-2.061038971,1.651633382,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.07302833,0.005580855,296.6050686,293.2886662,239.7780806,-0.313294427,2.844008805,30.48969868,28.61099604,23.45506859,2.898328673,0.1919029,0.175241051,2.723087621,0.12069369,26.43705589,0.717046928,8.765351679,391.7147775,0.002596771
TL,3,Deep,3,TL 3-3,7/31/17,212,106,14:00:40,9354,1,11.34689328,0.200306855,285.3167639,5.578568644,2.671746461,23.15856499,1.3,2.451956657,0.5,4.413521982,20.0433197,23.48081207,18.14498138,399.6367798,395.2268372,0.065756455,1.877705216,0.260685503,7.443992138,399.4882202,1498.580566,194.8994598,93.27919769,-2.061038971,1.651633382,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.072986309,0.005578569,296.6308121,293.1933197,239.7728853,-0.322247082,2.846897297,30.52017349,28.64246827,23.48081207,2.902832226,0.191610643,0.175150836,2.72768139,0.120508726,26.61411883,0.721906351,8.748508621,391.7560703,0.002533934
SG,3,Deep,3,SG 3-3,7/31/17,212,107,14:21:54,10628,1,8.338654856,0.132238973,278.5881959,3.759097472,2.688497366,22.99118482,1.4,2.430000132,0.5,4.374000238,21.3279438,22.54473495,18.93975067,401.3204041,397.8737488,0.075091913,1.390721202,0.275034159,5.093702316,399.4603577,1499.909668,422.4326782,93.27552795,-2.134922028,1.167209148,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853288269,0.003759097,295.694735,294.4779438,239.9855415,0.446449864,2.81821762,30.21390157,28.82318037,22.54473495,2.742953477,0.128358321,0.129720254,2.613233223,0.080563805,25.98546106,0.700192453,5.915667362,395.30009,0.00124788
SG,3,Deep,3,SG 3-3,7/31/17,212,108,14:21:56,10629.5,1,8.496249026,0.131794396,276.2689349,3.750520013,2.691084437,23.00521761,1.4,2.430000132,0.5,4.374000238,21.22585678,22.56606674,18.849617,401.3181763,397.817688,0.076092064,1.388673425,0.280444592,5.118089199,399.4751587,1499.848999,423.6626892,93.27454376,-2.134922028,1.167209148,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853393991,0.00375052,295.7160667,294.3758568,239.9758345,0.439150869,2.820612317,30.23989401,28.85122058,22.56606674,2.746509239,0.127939413,0.12952788,2.616981359,0.080299768,25.76885886,0.694461165,5.89465793,395.195389,0.001267284
SG,3,Deep,3,SG 3-3,7/31/17,212,109,14:21:57,10630.5,1,8.950841098,0.131610869,270.5151626,3.747721791,2.692665232,23.01375445,1.4,2.430000132,0.5,4.374000238,21.15811348,22.58021736,18.79296494,401.4093933,397.7502441,0.075829305,1.387369752,0.280637085,5.134523869,399.4944458,1499.947021,424.5750122,93.27345276,-2.134922028,1.167209148,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853531756,0.003747722,295.7302174,294.3081135,239.9915181,0.433537086,2.822069999,30.25587577,28.86850602,22.58021736,2.748870209,0.127766458,0.129404767,2.619465442,0.080190757,25.23188324,0.680113128,5.883480054,394.987639,0.001333259
SG,3,Deep,3,SG 3-3,7/31/17,212,110,14:21:59,10632.5,1,8.645604224,0.131436569,274.0634452,3.747135126,2.695655251,23.03062324,1.4,2.430000132,0.5,4.374000238,21.02389145,22.61014175,18.68349648,401.2835083,397.731842,0.075036302,1.386222005,0.279999346,5.172712803,399.5404358,1499.986816,426.3734131,93.27298737,-2.134922028,1.167209148,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853860256,0.003747135,295.7601418,294.1738914,239.9978853,0.420481488,2.824952318,30.2869287,28.9007067,22.61014175,2.753868813,0.127602186,0.129297068,2.624571745,0.08008722,25.56271627,0.689065889,5.870033078,395.0634458,0.001284603
SG,3,Deep,3,SG 3-3,7/31/17,212,111,14:22:01,10634.5,1,8.505299761,0.131182912,275.4181727,3.744074198,2.698486583,23.04616371,1.4,2.430000132,0.5,4.374000238,20.89203453,22.63758659,18.57722855,401.0817566,397.5798035,0.074207298,1.384352803,0.279160947,5.207805634,399.5317688,1499.975586,427.2274475,93.27345276,-2.134922028,1.167209148,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853798349,0.003744074,295.7875866,294.0420345,239.9960884,0.40857712,2.827609949,30.31527048,28.93091768,22.63758659,2.75846022,0.127363099,0.129123366,2.629336854,0.079936531,25.68920392,0.69273683,5.853163105,394.9547111,0.001260471
SG,2,Wet,1,SG 2-1,7/31/17,212,113,14:29:42,11096,1,16.20608656,0.253401909,272.1333826,6.464112799,2.477590933,22.26048234,1.4,2.430000132,0.5,4.374000238,20.48217964,22.77743912,18.45927429,400.3711548,393.8000488,0.081465594,2.341368437,0.314267963,9.032244682,399.5113831,1500.380005,590.4849854,93.26338196,-4.437412262,2.140640974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853652736,0.006464113,295.9274391,293.6321796,240.0607954,-0.516956777,2.695954871,28.90689588,26.56552744,22.77743912,2.781961147,0.239525327,0.218363939,2.563597209,0.150891132,25.38007961,0.691044563,11.75348061,388.7981705,0.004899147
SG,2,Wet,1,SG 2-1,7/31/17,212,114,14:29:43,11097,1,16.1756191,0.253297983,272.2329978,6.462479068,2.477889214,22.26216428,1.4,2.430000132,0.5,4.374000238,20.42842674,22.78337479,18.42091942,400.3026123,393.7425232,0.081822559,2.341160059,0.31668967,9.061329842,399.510437,1500.388428,591.0817261,93.26216888,-4.437412262,2.140640974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853645979,0.006462479,295.9333748,293.5784267,240.0621431,-0.521210507,2.696230879,28.91023135,26.56907129,22.78337479,2.782962445,0.239432469,0.218341665,2.56462078,0.150832171,25.38903981,0.69139852,11.74976898,388.7500484,0.004888997
SG,2,Wet,1,SG 2-1,7/31/17,212,115,14:29:44,11098,1,16.12894318,0.253083364,272.3946559,6.458722382,2.478436853,22.26474827,1.4,2.430000132,0.5,4.374000238,20.37559128,22.78939056,18.38256264,400.2295227,393.686615,0.081863679,2.33982873,0.317884892,9.085790634,399.5214233,1500.451782,592.0227661,93.26242828,-4.437412262,2.140640974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853724452,0.006458722,295.9393906,293.5255913,240.0722798,-0.524642289,2.696654962,28.91469815,26.57486942,22.78939056,2.783977578,0.239240695,0.218218109,2.565759469,0.150710404,25.40418706,0.691907333,11.73991216,388.7085464,0.00487132
SG,2,Wet,1,SG 2-1,7/31/17,212,116,14:29:45,11099,1,16.30359698,0.253003794,271.1536449,6.457999042,2.478890769,22.26713367,1.4,2.430000132,0.5,4.374000238,20.32264519,22.79642105,18.34589005,400.2156372,393.6113586,0.081296951,2.339160681,0.316718072,9.112942696,399.494873,1500.395386,592.4943237,93.26239777,-4.437412262,2.140640974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853534807,0.006457999,295.9464211,293.4726452,240.0632564,-0.529287384,2.697046503,28.91890588,26.5797452,22.79642105,2.785164349,0.23916959,0.218155734,2.567008615,0.150665257,25.28843909,0.688886738,11.73488653,388.5793845,0.004923598
SG,2,Wet,1,SG 2-1,7/31/17,212,117,14:29:46,11100,1,16.73347898,0.252780658,268.1912995,6.454268903,2.479526533,22.27027303,1.4,2.430000132,0.5,4.374000238,20.27051926,22.8030529,18.30925941,400.2879639,393.5342407,0.081474312,2.337864637,0.318433672,9.137294769,399.5253601,1500.405029,592.8516846,93.26260376,-4.437412262,2.140640974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853752572,0.006454269,295.9530529,293.4205193,240.0647993,-0.532779877,2.697561876,28.92436805,26.58650341,22.8030529,2.786284235,0.238970179,0.218035343,2.568248892,0.150538643,25.01221889,0.681494192,11.72467273,388.369587,0.005051749
TL,2,Wet,1,TL 2-1,7/31/17,212,118,14:34:19,11373,1,14.39152889,0.22324384,272.6621639,5.939765073,2.564920564,22.51779314,1.2,2.473913181,0.5,4.453043725,18.42856789,23.04044724,16.80532074,400.0847473,395.057312,0.080251135,1.860994101,0.35172376,8.15634346,399.521637,1500.485474,1022.89624,93.25541687,-2.376132965,1.661355734,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.329346975,0.005939765,296.1904472,291.5785679,240.0776704,-0.522654097,2.738468345,29.36524694,27.50425284,23.04044724,2.8266321,0.21258628,0.173547781,2.653084319,0.13378453,25.42722376,0.690183818,9.394173246,390.6943268,0.003460417
TL,2,Wet,1,TL 2-1,7/31/17,212,119,14:34:19,11373.5,1,14.5771808,0.223075198,271.2233762,5.936394208,2.565291917,22.51976103,1.2,2.473913181,0.5,4.453043725,18.41197205,23.04284286,16.79375839,400.1383667,395.055542,0.080789194,1.860532999,0.354448527,8.162764549,399.5192566,1500.461182,1029.567871,93.25489807,-2.376132965,1.661355734,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.329327138,0.005936394,296.1928429,291.561972,240.0737837,-0.523081834,2.738795732,29.36892097,27.50838798,23.04284286,2.827041855,0.212433351,0.173503815,2.65353804,0.133687624,25.29290831,0.686544922,9.388471922,390.6362739,0.00350345
TL,2,Wet,1,TL 2-1,7/31/17,212,120,14:34:20,11374.5,1,14.94537058,0.223041478,268.5138539,5.937191096,2.566016331,22.52404345,1.2,2.473913181,0.5,4.453043725,18.38027191,23.0504303,16.7709713,400.2540588,395.0603943,0.080357984,1.860391259,0.353260815,8.178444862,399.5079651,1500.466797,1037.610718,93.25563049,-2.376132965,1.661355734,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.329233042,0.005937191,296.2004303,291.5302719,240.0746821,-0.526386852,2.739508291,29.37633124,27.51593998,23.0504303,2.828339975,0.212402771,0.17349196,2.654848016,0.133668246,25.04042874,0.679677988,9.385471247,390.5295045,0.003591773
TL,2,Wet,1,TL 2-1,7/31/17,212,121,14:34:21,11375,1,15.00529887,0.223078145,268.0928796,5.938563638,2.566213364,22.52522447,1.2,2.473913181,0.5,4.453043725,18.3648262,23.05348778,16.75972939,400.2736206,395.0618286,0.079948448,1.860380054,0.35180214,8.186347008,399.5109253,1500.465942,1039.734619,93.25592804,-2.376132965,1.661355734,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.329257711,0.005938564,296.2034878,291.5148262,240.0745454,-0.528263309,2.739704832,29.37834505,27.517965,23.05348778,2.828863222,0.212436023,0.173491468,2.655371753,0.133689317,25.00125029,0.678609929,9.385632758,390.5127708,0.003606392
TL,2,Wet,1,TL 2-1,7/31/17,212,122,14:34:22,11376.5,1,14.79395078,0.222762655,269.5218904,5.933903439,2.567672483,22.53307527,1.2,2.473913181,0.5,4.453043725,18.31825447,23.06435394,16.72579193,400.2489319,395.1012878,0.079750888,1.858724952,0.35196352,8.203085899,399.5251465,1500.437012,1042.56897,93.25702667,-2.376132965,1.661355734,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.329376221,0.005933903,296.2143539,291.4682545,240.0699165,-0.531278673,2.741011646,29.39201198,27.53328703,23.06435394,2.830723503,0.212149897,0.173339162,2.657384341,0.133508012,25.13481012,0.682158977,9.3706691,390.616303,0.003548987
CF,2,Wet,1,CF 2-1,7/31/17,212,123,14:37:33,11567.5,1,14.70795114,0.262790157,284.5764966,6.659940122,2.466924614,22.32908912,1.5,2.408043608,0.5,4.334478495,17.0502739,23.22387886,15.89157104,399.7362671,393.2303467,0.082784936,2.577029467,0.395727843,12.31869411,399.4863281,1500.224976,1621.645874,93.25029755,-3.686710358,2.367954493,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.663242188,0.00665994,296.3738789,290.2002739,240.0359907,-0.894789741,2.707233379,29.0319007,26.45487123,23.22387886,2.858157525,0.247768484,0.240308765,2.617848761,0.156138302,26.53684299,0.723689052,12.70572529,388.6494648,0.004808322
CF,2,Wet,1,CF 2-1,7/31/17,212,124,14:37:34,11569,1,15.1582015,0.262546894,281.5687622,6.659185936,2.46878536,22.33986538,1.5,2.408043608,0.5,4.334478495,17.03805923,23.23634529,15.88492775,399.8113098,393.1366882,0.082145825,2.576104879,0.392978013,12.32384682,399.4871826,1500.26123,1678.636108,93.25059509,-3.686710358,2.367954493,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.663247884,0.006659186,296.3863453,290.1880592,240.0417915,-0.896479911,2.709008673,29.05084595,26.47474107,23.23634529,2.860311182,0.247552225,0.240223313,2.620087869,0.156000892,26.25645463,0.716210851,12.69171172,388.4155731,0.004953033
CF,2,Wet,1,CF 2-1,7/31/17,212,125,14:37:35,11570,1,15.51414378,0.262522662,279.2840634,6.661400771,2.469818061,22.34625278,1.5,2.408043608,0.5,4.334478495,17.03071976,23.24482918,15.88100052,399.9072876,393.0988464,0.081543326,2.576308489,0.390278846,12.33060741,399.4908447,1500.175415,1703.096313,93.25100708,-3.686710358,2.367954493,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.663272298,0.006661401,296.3948292,290.1807198,240.028061,-0.898576396,2.710061422,29.06200701,26.48569853,23.24482918,2.86177764,0.247530682,0.240243361,2.621534279,0.155987204,26.04352017,0.710467776,12.68815595,388.2668709,0.00506986
CF,2,Wet,1,CF 2-1,7/31/17,212,126,14:37:36,11571,1,15.73228252,0.262579975,277.9102957,6.664794704,2.470576574,22.35177036,1.5,2.408043608,0.5,4.334478495,17.0232563,23.2527256,15.8767519,399.9676208,393.0771179,0.081979103,2.577905893,0.392553747,12.34420204,399.5077209,1500.143677,1708.229492,93.25186157,-3.686710358,2.367954493,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.663384806,0.006664795,296.4027256,290.1732563,240.0229829,-0.900955242,2.710971098,29.07149575,26.49358986,23.2527256,2.863143145,0.247581636,0.240394524,2.622748622,0.15601958,25.91565243,0.707012144,12.69124492,388.1772017,0.005143585
CF,2,Wet,1,CF 2-1,7/31/17,212,127,14:37:38,11572.5,1,15.65170475,0.262041679,278.2669243,6.658393966,2.472930748,22.36504516,1.5,2.408043608,0.5,4.334478495,17.01337242,23.26584244,15.87154579,399.9953613,393.1362915,0.0827742,2.576169252,0.396605164,12.34348392,399.5299988,1500.074707,1710.530151,93.25087738,-3.686710358,2.367954493,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.663533325,0.006658394,296.4158424,290.1633724,240.0119478,-0.90079728,2.713160791,29.09528433,26.51911508,23.26584244,2.86541266,0.247103021,0.240230043,2.625182617,0.155715477,25.94863483,0.707812864,12.66737606,388.2614717,0.005106508
CF,1,Dry,4,CF 1-4,7/31/17,212,128,14:41:15,11790,1,15.8248761,0.320204627,296.0884168,8.118558385,2.492070472,22.21933644,1,2.517826229,0.5,4.532087213,16.87216759,23.57762527,15.69412518,399.571167,394.8074341,0.086185448,2.11417222,0.416645736,10.2205286,399.4796448,1499.517944,814.1838989,93.2469101,-1.905826569,1.906268835,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.994796448,0.008118558,296.7276253,290.0221676,239.9228657,-1.358288833,2.689210499,28.83967411,26.72550189,23.57762527,2.919823516,0.299074199,0.197140027,2.722683489,0.188711514,27.60932998,0.749956539,12.08540779,390.0935833,0.004902672
CF,1,Dry,4,CF 1-4,7/31/17,212,129,14:41:16,11790,1,15.8248761,0.320204627,296.0884168,8.118558385,2.492070472,22.21933644,1,2.517826229,0.5,4.532087213,16.87216759,23.57762527,15.69412518,399.571167,394.8074341,0.086185448,2.11417222,0.416645736,10.2205286,399.4796448,1499.517944,814.1838989,93.2469101,-1.905826569,1.906268835,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.994796448,0.008118558,296.7276253,290.0221676,239.9228657,-1.358288833,2.689210499,28.83967411,26.72550189,23.57762527,2.919823516,0.299074199,0.197140027,2.722683489,0.188711514,27.60932998,0.749956539,12.08540779,390.0935833,0.004902672
CF,1,Dry,4,CF 1-4,7/31/17,212,130,14:41:18,11792,1,16.80791062,0.319883591,290.8749028,8.116788027,2.493851475,22.23005581,1,2.517826229,0.5,4.532087213,16.85381699,23.59018707,15.67836666,399.7951965,394.7855225,0.08631143,2.113889694,0.417742878,10.23111725,399.473114,1499.487427,828.5213623,93.24736786,-1.905826569,1.906268835,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.99473114,0.008116788,296.7401871,290.003817,239.9179829,-1.360131266,2.690966125,28.85836015,26.74447045,23.59018707,2.922034548,0.298794117,0.19711465,2.724919898,0.188533096,27.12331906,0.736792223,12.07333668,389.7788493,0.005206223
CF,1,Dry,4,CF 1-4,7/31/17,212,131,14:41:23,11797.5,1,15.6037115,0.318929091,296.8331511,8.109962335,2.498847926,22.25912205,1,2.517826229,0.5,4.532087213,16.80514717,23.62325859,15.63701057,399.4541321,394.7470398,0.085541598,2.111255646,0.415328652,10.25074291,399.5055542,1499.576416,1209.097778,93.2543335,-1.905826569,1.906268835,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.995055542,0.008109962,296.7732586,289.9551472,239.9322212,-1.364136544,2.695731664,28.90730718,26.79605153,23.62325859,2.927862549,0.297961162,0.196883738,2.730978811,0.188002503,27.68097767,0.75195789,12.03355014,390.0990687,0.004813343
CF,1,Dry,4,CF 1-4,7/31/17,212,132,14:41:24,11798.5,1,15.6653062,0.31868475,296.4106651,8.107252036,2.499794284,22.26460796,1,2.517826229,0.5,4.532087213,16.79671478,23.62896347,15.6311903,399.4303894,394.7082825,0.085744515,2.110758305,0.416537315,10.25382996,399.5103455,1499.586548,1315.758545,93.25447083,-1.905826569,1.906268835,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.995103455,0.008107252,296.7789635,289.9467148,239.9338423,-1.364355509,2.696631933,28.9169185,26.8061602,23.62896347,2.928868914,0.297747883,0.196837649,2.732031265,0.187866649,27.64161972,0.750961351,12.02477593,390.0419638,0.004829526
TL,1,Dry,3,TL 1-3,7/31/17,212,133,14:46:46,12119.5,1,13.45672267,0.315823558,308.7640227,7.805272258,2.427906411,21.78466148,1,2.517826229,0.5,4.532087213,18.35842514,22.87657166,17.02056313,399.9067078,395.7657776,0.098419242,2.047852516,0.433203161,9.013849258,399.566803,1500.360229,1485.258789,93.24494171,-1.408817291,1.827536345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.99566803,0.007805272,296.0265717,291.5084251,240.0576314,-1.091910171,2.6188583,28.08579481,26.03794229,22.87657166,2.798725373,0.295248815,0.190951889,2.607773485,0.186274934,28.79068329,0.780168575,12.00523902,391.7573429,0.004123756
TL,1,Dry,3,TL 1-3,7/31/17,212,134,14:46:47,12120.5,1,12.82520161,0.315581876,312.0643824,7.800065231,2.428004623,21.78463523,1,2.517826229,0.5,4.532087213,18.34010696,22.87630653,17.00863075,399.7790222,395.7962341,0.098457538,2.046771288,0.433866292,9.019371033,399.5301208,1500.338623,1486.374023,93.24416351,-1.408817291,1.827536345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.995301208,0.007800065,296.0263065,291.490107,240.0541743,-1.091671302,2.6188541,28.08598417,26.03921288,22.87630653,2.798680421,0.295037586,0.190849477,2.607830944,0.186140409,29.0981823,0.788447073,11.99719104,391.9759144,0.003925404
TL,1,Dry,3,TL 1-3,7/31/17,212,135,14:46:47,12121.5,1,12.65410534,0.315975356,313.0116962,7.806697291,2.427236337,21.78002789,1,2.517826229,0.5,4.532087213,18.32158089,22.87502861,16.99596977,399.6995239,395.7586975,0.097009987,2.04711771,0.427982241,9.031338692,399.5018311,1500.388306,1487.33728,93.24367523,-1.408817291,1.827536345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.995018311,0.007806697,296.0250286,291.4715809,240.0621235,-1.095000723,2.618117116,28.07822739,26.03110968,22.87502861,2.798463754,0.295381475,0.190880779,2.607582975,0.186359422,29.18636095,0.79091552,12.00774638,391.9893433,0.003876312
TL,1,Dry,3,TL 1-3,7/31/17,212,136,14:46:48,12122,1,12.63167544,0.315865432,313.0962784,7.804638375,2.427375233,21.78048671,1,2.517826229,0.5,4.532087213,18.3122673,22.87557411,16.99027061,399.6828003,395.7476807,0.096762933,2.046423674,0.427140027,9.03351593,399.4883118,1500.403442,1487.788086,93.24328613,-1.408817291,1.827536345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.994883118,0.007804638,296.0255741,291.4622673,240.0645454,-1.095087398,2.618190501,28.07913159,26.03270791,22.87557411,2.79855624,0.295285411,0.190815268,2.607740972,0.186298241,29.19412588,0.791151266,12.00317298,391.9850077,0.00386801
TL,1,Dry,3,TL 1-3,7/31/17,212,137,14:46:49,12123.5,1,13.36041454,0.315711933,309.1651981,7.800253569,2.427120834,21.77835028,1,2.517826229,0.5,4.532087213,18.28431511,22.87409592,16.9719429,399.7924805,395.6758118,0.097058795,2.045486689,0.429198265,9.045232773,399.5168762,1500.378052,1488.968262,93.24332428,-1.408817291,1.827536345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.995168762,0.007800254,296.0240959,291.4343151,240.0604829,-1.095745637,2.617848813,28.07545562,26.02996893,22.87409592,2.798305629,0.295151258,0.190727979,2.607577651,0.186212803,28.82759082,0.781359863,11.99833075,391.696065,0.004092527
SG,1,Dry,4,SG 1-4,7/31/17,212,143,14:55:35,12648.5,1,8.369029067,0.160253121,290.6988679,5.243013592,3.103726538,25.54308571,1.4,2.430000132,0.5,4.374000238,17.08114624,26.2167778,15.80717564,399.05896,395.3993225,0.100423738,1.934383273,0.479079992,9.228140831,399.4646606,1501.034302,543.678894,93.24506378,-0.866519928,1.711846948,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853319005,0.005243014,299.3667778,290.2311462,240.1654829,-0.673692087,3.28409823,35.22007597,33.28569269,26.2167778,3.417784818,0.15458933,0.180371692,3.237413126,0.09711171,27.10623448,0.735203252,7.106740942,392.816289,0.001514105
SG,1,Dry,4,SG 1-4,7/31/17,212,144,14:55:35,12649,1,8.283153505,0.160176619,291.5097588,5.241482253,3.104249592,25.54552189,1.4,2.430000132,0.5,4.374000238,17.0741291,26.21947098,15.80095577,399.0194702,395.3902283,0.100474812,1.933864355,0.479537785,9.229786873,399.4723511,1501.04834,547.3328857,93.2452774,-0.866519928,1.711846948,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853373936,0.005241482,299.369471,290.2241291,240.167729,-0.673949083,3.28457331,35.22509023,33.29122587,26.21947098,3.418328645,0.154518139,0.180323718,3.238004926,0.09706676,27.18190833,0.737271025,7.102744378,392.8336996,0.00149766
SG,1,Dry,4,SG 1-4,7/31/17,212,145,14:55:36,12649.5,1,8.127608094,0.160106424,293.0433916,5.240139342,3.104775164,25.54803452,1.4,2.430000132,0.5,4.374000238,17.06759644,26.22225761,15.79500866,398.9763489,395.4018555,0.100589462,1.933473587,0.480286092,9.231787682,399.4802856,1501.074585,551.5578613,93.24575043,-0.866519928,1.711846948,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853430612,0.005240139,299.3722576,290.2175964,240.1719282,-0.674223095,3.28506336,35.230167,33.29669342,26.22225761,3.418891423,0.154452815,0.180288196,3.238603227,0.097025514,27.32505095,0.741128013,7.099216484,392.8933346,0.001468583
SG,1,Dry,4,SG 1-4,7/31/17,212,146,14:55:37,12650.5,1,8.010150642,0.16009561,294.232979,5.241033951,3.105524152,25.55182804,1.4,2.430000132,0.5,4.374000238,17.05514336,26.22778893,15.78267097,398.956604,395.4233704,0.100296848,1.933359385,0.479271263,9.238611221,399.5096436,1501.055786,562.2059937,93.24660492,-0.866519928,1.711846948,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853640311,0.005241034,299.3777889,290.2051434,240.1689204,-0.675960887,3.285803351,35.23778001,33.30442062,26.22778893,3.420008745,0.154442751,0.180279199,3.239729546,0.09701916,27.43622634,0.744096078,7.097155948,392.9511018,0.001446727
SG,1,Dry,4,SG 1-4,7/31/17,212,147,14:55:38,12651.5,1,8.006191726,0.159892105,294.140571,5.237183373,3.107069562,25.55923582,1.4,2.430000132,0.5,4.374000238,17.04107475,26.235672,15.77090836,398.9292908,395.3981018,0.100585371,1.932263017,0.481084585,9.241721153,399.5184021,1501.080933,575.6536865,93.24777222,-0.866519928,1.711846948,1,-0.219565243,2.737391472,1,0,0.159999996,111115,2.853702872,0.005237183,299.385672,290.1910748,240.1729439,-0.676436181,3.287248784,35.25283989,33.32057687,26.235672,3.421601672,0.154253355,0.180179222,3.24142245,0.096899578,27.42795297,0.743909922,7.086963816,392.9270551,0.001444024
CF,3,Deep,4,CF 3-4,7/31/17,212,148,15:17:33,13967,1,10.79396834,0.121022257,234.0904721,3.862996573,3.003904438,24.73525524,1.3,2.451956657,0.5,4.413521982,17.13140297,24.84333229,15.66755486,400.6402893,396.6289978,0.095396765,1.350831747,0.45355159,6.422354698,399.4720459,1500.550659,133.5425262,93.22434235,-1.264225006,1.136763573,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.072861892,0.003862997,297.9933323,290.281403,240.0881001,-0.108077053,3.129834839,33.5731501,32.22231836,24.84333229,3.150099102,0.117792299,0.125930401,3.024168701,0.073903721,21.82293031,0.590200095,4.924857968,393.3273586,0.001351514
CF,3,Deep,4,CF 3-4,7/31/17,212,149,15:17:33,13967,1,10.79396834,0.121022257,234.0904721,3.862996573,3.003904438,24.73525524,1.3,2.451956657,0.5,4.413521982,17.13140297,24.84333229,15.66755486,400.6402893,396.6289978,0.095396765,1.350831747,0.45355159,6.422354698,399.4720459,1500.550659,133.5425262,93.22434235,-1.264225006,1.136763573,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.072861892,0.003862997,297.9933323,290.281403,240.0881001,-0.108077053,3.129834839,33.5731501,32.22231836,24.84333229,3.150099102,0.117792299,0.125930401,3.024168701,0.073903721,21.82293031,0.590200095,4.924857968,393.3273586,0.001351514
CF,3,Deep,4,CF 3-4,7/31/17,212,150,15:17:33,13967.5,1,10.75006802,0.120946685,234.5634537,3.861812779,3.004804608,24.73984083,1.3,2.451956657,0.5,4.413521982,17.1195488,24.84884644,15.66059685,400.6107788,396.613739,0.095254533,1.350370288,0.453216523,6.424997807,399.4513855,1500.60022,132.6031952,93.22457886,-1.264225006,1.136763573,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.072702965,0.003861813,297.9988464,290.2695488,240.0960298,-0.109005606,3.130692309,33.58226283,32.23189254,24.84884644,3.151136062,0.117720706,0.125887701,3.025248361,0.07385863,21.86707919,0.591415351,4.920412029,393.3255279,0.001344809
