Population,Wet_minus_Dry,Wet_minus_Deep,Dry_minus_Deep,Wet_minus_Dry_pct,Wet_minus_Deep_pct,Dry_minus_Deep_pct
Sagwon,115.69666731643707,223.79884948038608,108.10218216394901,37.06518781034714,109.68296873895873,52.98047016073153
Toolik,93.06470061326377,265.64527163002157,172.5805710167578,25.180665222877597,134.84027514318126,87.6010761926057
Coldfoot,112.84599365811505,260.010196435897,147.16420277778195,30.77687606087625,118.45881543731424,67.04697498327022
