Estimate,Std. Error,df,t value,Pr(>|t|),Term,Parameter,Correction
57.53961802892079,13.14310531339627,8.05683588951475,4.377931748768142,0.002315682431017441,(Intercept),Vcmax,Tcorrect=TRUE (25C)
-9.617921767465258,17.302684840509354,13.999998983095582,-0.5558629690201378,0.5870787570715519,PopulationToolik,Vcmax,Tcorrect=TRUE (25C)
-6.880409774794751,17.30268484050936,13.999998983824032,-0.3976498351681359,0.6968853670020592,PopulationColdfoot,Vcmax,Tcorrect=TRUE (25C)
5.7528540236862105,17.30268484050936,13.999998984489,0.33248331554982286,0.7444503037249183,TreatmentNameDry,Vcmax,Tcorrect=TRUE (25C)
-3.3306764293358224,19.485030932336993,14.461530226596272,-0.17093513687003156,0.8666434069052508,TreatmentNameDeep,Vcmax,Tcorrect=TRUE (25C)
5.614583342742021,24.46969156691569,13.999998983245634,0.22945051544226383,0.8218370818887729,PopulationToolik:TreatmentNameDry,Vcmax,Tcorrect=TRUE (25C)
-3.800587751373323,24.469691566915696,13.999998983764462,-0.15531817150126717,0.8787876277392654,PopulationColdfoot:TreatmentNameDry,Vcmax,Tcorrect=TRUE (25C)
15.440530972478587,27.35794686603842,13.999998983038445,0.5643892448539747,0.5814194739635374,PopulationToolik:TreatmentNameDeep,Vcmax,Tcorrect=TRUE (25C)
-24.244525776832788,27.35794686603843,13.999998983458616,-0.8861968295921148,0.39048022027537277,PopulationColdfoot:TreatmentNameDeep,Vcmax,Tcorrect=TRUE (25C)
101.8168602652072,16.20158297886728,14.999999999542654,6.284377298071009,1.463558342782556e-5,(Intercept),Vcmax,Tcorrect=FALSE (~28C)
-28.35790984436645,22.912498380627184,14.9999999995436,-1.2376611826994577,0.2348656288270793,PopulationToolik,Vcmax,Tcorrect=FALSE (~28C)
-24.405929481751425,22.91249838062719,14.999999999543622,-1.0651797580654474,0.30364101969003154,PopulationColdfoot,Vcmax,Tcorrect=FALSE (~28C)
-15.274273331334724,22.91249838062718,14.999999999761148,-0.6666349988375482,0.5151290138921476,TreatmentNameDry,Vcmax,Tcorrect=FALSE (~28C)
-51.73397214612072,25.616951956718115,14.999999999673939,-2.0195209888174595,0.06167107642157514,TreatmentNameDeep,Vcmax,Tcorrect=FALSE (~28C)
17.14693899156397,32.40316595773453,14.999999999543581,0.5291748039043405,0.6044277306788896,PopulationToolik:TreatmentNameDry,Vcmax,Tcorrect=FALSE (~28C)
14.687220474725281,32.40316595773454,14.999999999761153,0.45326498323906794,0.6568458604691862,PopulationColdfoot:TreatmentNameDry,Vcmax,Tcorrect=FALSE (~28C)
